Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
prt_state,participant_contact_information_survey,,dropdown,"<div class=""rich-text-field-label""><p>State</p></div>","AL, Alabama | AK, Alaska | AZ, Arizona | AR, Arkansas | CA, California | CO, Colorado | CT, Connecticut | DE, Delaware | FL, Florida | GA, Georgia | HI, Hawaii | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia",,autocomplete,,,,[parcon_nd(999)] = '0',y,LV,,,,
prt_zip,participant_contact_information_survey,,text,Zip Code,,,zipcode,,,y,[parcon_nd(999)] = '0',y,LV,,,,
prt_email,participant_contact_information_survey,,text,"<div class=""rich-text-field-label""><p>Email Address</p></div>",,,email,,,y,[parcon_nd(999)] = '0',y,LV,,,,
prt_phone,participant_contact_information_survey,,text,"<div class=""rich-text-field-label""><p>Phone <span style=""font-weight: normal;"">(best number to contact you)</span></p></div>",,,phone,,,y,[parcon_nd(999)] = '0',y,LV,,,,
prt_cell_phone,participant_contact_information_survey,,yesno,Is this a cell phone?,,,,,,,[parcon_nd(999)] = '0',y,LV,,,,
prt_phone_2,participant_contact_information_survey,,text,"<div class=""rich-text-field-label""><p>Alternate phone number</p></div>",,,phone,,,y,[parcon_nd(999)] = '0',,LV,,,,
prt_cell_phone_2,participant_contact_information_survey,,yesno,Is the alternate phone number a cell phone?,,,,,,,[prt_phone_2] <> '',,LV,,,,
prefmthd,participant_contact_information_survey,,radio,Preferred mode of contact?,"1, Phone call | 2, Text message | 3, Email | 4, Mail",,,,,,[parcon_nd(999)] = '0',y,LV,,,,
contact_login_inst,participant_contact_information_survey,"<div class=""rich-text-field-label""><h5><strong>Next Steps</strong></h5></div>",descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-success"" role=""alert""> <p><span style=""font-weight: normal;"">The next step is to complete a series of short questionnaires, which will be presented to you one-at-a-time as you complete them. You will need to complete each questionnaire before obtaining the next. Please answer all questions to the best of your ability.</span></p> <p>You will be asked to log in with the <span style=""text-decoration: underline;"">email address you entered in the Contact Information</span> questionnaire<span style=""font-weight: normal;"">. You may exit at any time and return to complete the questionnaires later, at your convenience, by logging in with your email address.</span></p> <p><span style=""font-weight: normal;"">Again, thank you for participating in AI-READI. These important studies would not be possible without volunteers like you.</span></p> </div></div>",,,,,,,,,,,,,
paper_hdr,participant_contact_information_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <div class=""alert alert-dark mb-0"" style=""padding-top: 0 !important; padding-bottom: 0 !important;"" role=""alert""> <h6 class=""mt-2""><span style=""color: #34495e;""><i class=""fas fa-sticky-note"">ÿ</i> <strong>Paper Surveys</strong></span></h6> </div> </div></div>",,,,,,,"[c184390(1)] = '1' and [c184390_dat] <> '' and 
[survey-date-completed:participant_contact_information_survey] = ''",,,,,, @HIDDEN
svy_mgmt_inst_3,participant_contact_information_survey,,descriptive,"<div class=""rich-text-field-label""><p style=""font-size: .9em;""><span style=""color: #34495e; font-weight: normal;"">Once study staff have entered all the relevant data in the Screening and Participant Contact surveys, as well as recorded the date of consent on this form, study staff will need to trigger REDCap to create a record for the participant in the Enrollment project.</span></p></div>",,,,,,,"[c184390(1)] = '1' and [c184390_dat] <> '' and 
[survey-date-completed:participant_contact_information_survey] = ''",,,,,, @HIDDEN
add_enrolled,participant_contact_information_survey,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">Add participant record to Enrolled Project</span></p></div>","1, Checking this box and saving the form will add [record_id] to the Enrolled project as a consented participant",,,,,,"[c184390(1)] = '1' and [c184390_dat] <> '' and 
[survey-date-completed:participant_contact_information_survey] = ''",,LV,,,, @HIDDEN
survey_timestamps_hdr,participant_contact_information_survey,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <div class=""alert alert-secondary mb-0"" style=""padding-top: 0 !important; padding-bottom: 0 !important;"" role=""alert""> <h6 class=""mt-2""><span style=""color: #666666;""><i class=""fas fa-clock"">ÿ</i> <strong>REDCap Survey Timestamps</strong></span></h6> </div> </div></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
prtstartts,participant_contact_information_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Participant Contact Survey Started Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-started:participant_contact_information_survey]<> '', [survey-time-started:participant_contact_information_survey],''))"
prtcmpts,participant_contact_information_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Participant Contact Survey Completed Timestamp <span style=""font-weight: normal;"">(from REDCap)</span></span></p></div>",,,,,,,,,LV,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-completed:participant_contact_information_survey]<> '', [survey-time-completed:participant_contact_information_survey],''))"
dmgcmpdat,demographics_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Demographic survey date <span style=""font-weight: normal;"">(date survey/form opened)</span></span></p></div>",,,date_mdy,,,,,,LV,,,, @TODAY @HIDDEN-SURVEY
crcid_dmg,demographics_survey,,text,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-eye-slash"">ÿ</i> Interviewer code</span></p></div>",,,,,,,[survey-time-completed:demographics_survey] = '',,LV,,,, @HIDDEN-SURVEY
dmg_nd,demographics_survey,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #666666;""><i class=""fas fa-comment-slash"">ÿ</i> No participant response</span></p></div>","999, Recruitment survey not done",,,,,,[survey-time-completed:demographics_survey] = '',,LV,,,, @HIDDEN-SURVEY
brthmm,demographics_survey,,dropdown,Month (e.g. Jan or Feb),"1, January | 2, February | 3, Mar | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December | 0, Unknown",,,,,,[dmg_nd(999)] = '0',y,LV,,,,
brthdd,demographics_survey,,dropdown,Day (01 - 31),"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 0, Unknown",,,,,,[dmg_nd(999)] = '0',y,LV,,,,
brthyy,demographics_survey,,text,Year (e.g. 1967),,,integer,,,,[dmg_nd(999)] = '0',y,LV,,,,
brth,demographics_survey,,descriptive,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0 !important;"">Date of Birth</p> <div class=""requiredlabel"" aria-label=""Question required."">* <span data-rc-lang=""data_entry_39"">must provide value</span></div> <table style=""border-collapse: collapse; width: 100%; border-style: none; margin-top: 10px !important;"" border=""1"" cellspacing=""4px""> <tbody> <tr> <td style=""width: 31.7296%; border-style: none;"">Select Month</td> <td style=""width: 31.7296%; border-style: none;"">Select Dayÿ</td> <td style=""width: 31.7318%; border-style: none;"">Enter Year <span style=""font-weight: normal;"">(4 digit)</span></td> </tr> <tr> <td style=""width: 31.7296%; border-style: none;"">{brthmm}</td> <td style=""width: 31.7296%; border-style: none;"">{brthdd}</td> <td style=""width: 31.7318%; border-style: none;"">{brthyy}</td> </tr> </tbody> </table></div>",,,,,,,[dmg_nd(999)] = '0',,,,,,
cage,demographics_survey,,text,"<div class=""rich-text-field-label""><p>Age <span style=""font-weight: normal; color: #577e92;"">(in years)</span></p></div>",,,integer,18,95,,[dmg_nd(999)] = '0',y,LV,,,,
cl_maristat,demographics_survey,,radio,Marital Status,"C51773, Married | C51774, Single | C51776, Divorced | C51775, Widowed | C53262, Domestic Partner | C51777, Living separately but not divorced | 888, Other | 777, Prefer not to say",,,,,,[dmg_nd(999)] = '0',y,LV,,,,
cl_maristatot,demographics_survey,,text,"<div class=""rich-text-field-label""><p>Other <span style=""font-weight: normal; color: #577e92;"">(please specify)</span></p></div>",,,,,,,[cl_maristat]='888',,LV,,,,
genderid,demographics_survey,,radio,What gender do you identify as?,"1, Man (including transgender men) | 2, Woman (including transgender women) | 3, Non-binary | 888, Other | 777, Prefer not to say",,,,,,[dmg_nd(999)] = '0',y,LV,,,,
