Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value
Yes,open-source,screening_survey,text,,1061,Question,scrcmpts,,Screening Survey Completed Timestamp (from REDCap),2005200559,,Survey Completed Timestamp,Observation,AIREADI,Qualifier Value,118575009,S,skos:closeMatch,0.75,Screening Survey Completed Timestamp (from REDCap),,2005200563,Screening Survey
Yes,open-source,staff_consent_attestation_survey,text,,1085,Question,icfa_dat,,Date of Consent Attestation,4160030,,Performed,Observation,SNOMED,Qualifier Value,398166005,S,skos:closeMatch,0.75,Date of Consent Attestation,,2005200588,Consent Attestation
Yes,open-source,study_enrollment,text,,1416,Question,visdat,,Planned date & time of in-person visit,4260905,,Date,Observation,SNOMED,Qualifier Value,410672004,S,skos:exactMatch,1,Planned date & time of in-person visit,,1990054,In-person supervision by healthcare professional
Yes,open-source,substance_use_survey,text,,1163,Question,sucmpdat,,Substance use survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,398166005,S,skos:closeMatch,0.75,Substance use survey date,,2005200569,Substance Use Survey
Yes,open-source,substance_use_survey,text,,1192,Question,sustartts,,Substance Use Survey Started Timestamp (from REDCap),2005200558,,Survey Started Timestamp,Observation,AIREADI,Qualifier Value,118575009,S,skos:closeMatch,0.75,Substance Use Survey Started Timestamp (from REDCap),,2005200569,Substance Use Survey
Yes,open-source,substance_use_survey,text,,1193,Question,sucmpts,,Substance Use Survey Completed Timestamp (from REDCap),2005200559,,Survey Completed Timestamp,Observation,AIREADI,Qualifier Value,118575009,S,skos:closeMatch,0.75,Substance Use Survey Completed Timestamp (from REDCap),,2005200569,Substance Use Survey
Yes,open-source,substance_use_survey,dropdown,,1169,Question,susmkstoage,,How many total years have you smoked?,40770349,,Smoking tobacco use duration,Observation,LOINC,Clinical Observation,67741-9,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,,1172,Question,sualcage,,At what age did you start drinking alcohol? (Age started - years old),40766301,,"At what age did you begin to drink regularly - that is, drinking at least once a month for 6 months or more [SSAGA II]",Observation,LOINC,Clinical Observation,63576-3,S,skos:exactMatch,1,,,,
Yes,open-source,disposition,radio,,1728,Question,eos_dsdecod,,What was the primary reason the subject discontinued?,4260904,,Reason for,Observation,SNOMED,Attribute,410666004,S,skos:relatedMatch,0.5,,,,
Yes,open-source,disposition,checkbox,,1731,Question,eos_dsdecodie,,Mark questions from Inclusion/Exclusion that were not met.,44811374,,Not eligible for participation in research study,Observation,SNOMED,Clinical Finding,873751000000103,S,skos:relatedMatch,0.75,,,,
Yes,open-source,disposition,radio,,1732,Question,eos_dsvst,,Provide the last study visit/stage completed:,3655035,,Date of last examination,Observation,SNOMED,Observable Entity,840643003,S,skos:relatedMatch,0.5,,,,
Yes,protected,device_return,text,,1719,Question,dvenvlocn,,Location of the environmental sensor in the home:,4109238,,Location within home premises,Observation,SNOMED,Location,284349006,S,skos:closeMatch,0.75,,,45762337,Environmental sensor
Yes,open-source,health_survey,radio,fh_dm2pt,1961,Answer,1,fh_dm2pt_1,Yes,4334340,,Family history of diabetes mellitus type 2,Observation,SNOMED,Context-dependent,430679000,S,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2sb,1967,Answer,1,fh_dm2sb_1,Yes,4334340,,Family history of diabetes mellitus type 2,Observation,SNOMED,Context-dependent,430679000,S,skos:exactMatch,1,,,,
Yes,protected,screening_survey,text,,1059,Question,ancestry,,"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",2005200557,2005200557,"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,yesno,,1707,Question,dvamwenyn,,Activity monitor returned?,2005200555,2005200555,Activity monitor returned?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlvex,2144,Answer,5,dmlvex_5,Less than 30 minutes daily less than 3 days a week,2005200313,2005200313,Less than 30 minutes daily less than 3 days a week,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2207,Answer,0,diet7_0,1 time or less,2005200243,2005200243,1 time or less,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri2,2937,Answer,1,dri2_1,5000 miles or less,2005200271,2005200271,5000 miles or less,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri2,2938,Answer,2,dri2_2,"5001 to 10,000 miles",2005200272,2005200272,"5001 to 10,000 miles",Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri2,2939,Answer,3,dri2_3,"10,001 to 15.000 miles",2005200273,2005200273,"10,001 to 15.000 miles",Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri2,2940,Answer,4,dri2_4,"15,001 to 20,000 miles",2005200274,2005200274,"15,001 to 20,000 miles",Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,dri2,2941,Answer,5,dri2_5,"More than 20,000 miles",2005200275,2005200275,"More than 20,000 miles",Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,lab_results,text,,1668,Question,lbscat_hct,,Hematocrit  - %,3009542,,Hematocrit [Volume Fraction] of Blood,Measurement,LOINC,Lab Test,20570-8,S,skos:exactMatch,1,,,,
Yes,open-source,lab_results,text,,1669,Question,lbscat_mcv,,MCV - fL,3024731,,MCV [Entitic volume],Measurement,LOINC,Lab Test,30428-7,S,skos:exactMatch,1,,,,
Yes,open-source,lab_results,text,,1670,Question,lbscat_mch,,MCH - pg,3035941,,MCH [Entitic mass],Measurement,LOINC,Lab Test,28539-5,S,skos:closeMatch,0.75,,,,
Yes,open-source,lab_results,text,,1671,Question,lbscat_mchc,,MCHC - g/dL,3003338,,MCHC [Mass/volume],Measurement,LOINC,Lab Test,28540-3,S,skos:exactMatch,1,,,,
Yes,open-source,lab_results,text,,1672,Question,lbscat_rdw,,RDW - %,3002385,,Erythrocyte distribution width [Ratio],Measurement,LOINC,Lab Test,30385-9,S,skos:exactMatch,1,,,,
Yes,open-source,lab_results,text,,1673,Question,lbscat_plt,,Platelets - x10E3/µL,3007461,,Platelets [#/volume] in Blood,Measurement,LOINC,Lab Test,26515-7,S,skos:closeMatch,0.75,,,,
Yes,open-source,monofilament,calc,,1611,Question,mssrffl,,Right Foot - Felt:,2005200159,2005200159,Right Foot - Felt:,Measurement,AIREADI,Measurement,,S,skos:exactMatch,1,,,,
Yes,open-source,monofilament,calc,,1612,Question,mssrftt,,Right Foot - Tested:,2005200160,2005200160,Right Foot - Tested:,Procedure,AIREADI,Procedure,,S,skos:exactMatch,1,,,,
Yes,open-source,monofilament,calc,,1623,Question,msslffl,,Left Foot - Felt:,2005200161,2005200161,Left Foot - Felt:,Measurement,AIREADI,Measurement,,S,skos:exactMatch,1,,,,
Yes,open-source,monofilament,calc,,1624,Question,msslftt,,Left Foot - Tested:,2005200162,2005200162,Left Foot - Tested:,Procedure,AIREADI,Procedure,,S,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via5,2245,Answer,4,via5_4,Could not get an appointment,2005200248,2005200248,Could not get an appointment,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,physical_assessment,text,,1481,Question,paate,,How many hours since you last ate? (number of hours),2005200151,2005200151,How many hours since you last ate? (number of hours),Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,pxne8,2549,Answer,88,pxne8_88,There are no streets or roads in my neighborhood,2005200269,2005200269,There are no streets or roads in my neighborhood,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,pxne12,2572,Answer,88,pxne12_88,There are no streets or roads in my neighborhood,2005200269,2005200269,There are no streets or roads in my neighborhood,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc4,2389,Answer,0,pxahc4_0,There is NO place,2005200256,2005200256,There is NO place,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc4,2390,Answer,2,pxahc4_2,There is MORE THAN ONE place,2005200257,2005200257,There is MORE THAN ONE place,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc5,2398,Answer,6,pxahc5_6,Does not go to one place most often,2005200261,2005200261,Does not go to one place most often,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,,1047,Question,cmtrt_insln,,Do you inject insulin to control your blood glucose levels?,2005200549,2005200549,Do you inject insulin to control your blood glucose levels?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,,1049,Question,cmtrt_lfst,,"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",2005200004,2005200004,"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvptoage,2060,Answer,98,suvptoage_98,More than 20 years,2005200211,2005200211,More than 20 years,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sumrjceddur,2075,Answer,98,sumrjceddur_98,More than 50 years,2005200212,2005200212,More than 50 years,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1243,Question,diet5,,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",2005200059,2005200059,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1244,Question,diet6,,How many times a week did you eat regular snack chips or crackers (not low-fat)?,2005200060,2005200060,How many times a week did you eat regular snack chips or crackers (not low-fat)?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1245,Question,diet7,,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,2005200061,2005200061,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1246,Question,diet8,,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",2005200062,2005200062,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,,1247,Question,diet9,,How many servings of fruit juice did you drink each day?,2005200063,2005200063,How many servings of fruit juice did you drink each day?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,calc,,1248,Question,dietscore,,Diet score,2005200064,2005200064,Diet score,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,text,,1429,Question,dri1,,"In an average week, how many days per week do you normally drive? (number of days)",2005200136,2005200136,"In an average week, how many days per week do you normally drive? (number of days)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,driving_record,radio,,1430,Question,dri2,,About how many miles did you personally drive during the past 12 months in all motorized vehicles?,2005200137,2005200137,About how many miles did you personally drive during the past 12 months in all motorized vehicles?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1335,Question,pxne8,,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,2005200113,2005200113,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1336,Question,pxne9,,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",2005200114,2005200114,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1337,Question,pxne10,,There are many interesting things to look at while walking in my neighborhood. Would you say you...,2005200115,2005200115,There are many interesting things to look at while walking in my neighborhood. Would you say you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,dropdown,,1338,Question,pxne11,,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",2005200116,2005200116,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1339,Question,pxne12,,There are many four-way intersections in my neighborhood. Would you say that you...,2005200117,2005200117,There are many four-way intersections in my neighborhood. Would you say that you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1340,Question,pxne13,,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",2005200118,2005200118,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1341,Question,pxne14,,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,2005200119,2005200119,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1342,Question,pxne15,,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,2005200120,2005200120,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1343,Question,pxne16,,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,2005200121,2005200121,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,,1344,Question,pxne17,,There are many places to go within easy walking distance of my home. Would you say that you...,2005200122,2005200122,There are many places to go within easy walking distance of my home. Would you say that you...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1351,Question,pxrd1,,How often in the past year?,2005200126,2005200126,How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1352,Question,pxrd2,,How often in your entire life?,2005200127,2005200127,How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1353,Question,pxrd3,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200128,2005200128,"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1354,Question,pxrd4,,How often in the past year?,2005200493,2005200493,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1355,Question,pxrd5,,How often in your entire life?,2005200494,2005200494,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1356,Question,pxrd6,,"On a scale of 1-6, how stressful was this for you?    1= Not at all stressful; 6 = Extremely stressful",2005200495,2005200495,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1357,Question,pxrd7,,How often in the past year?,2005200496,2005200496,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1358,Question,pxrd8,,How often in your entire life?,2005200497,2005200497,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1359,Question,pdrx9,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200498,2005200498,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1360,Question,pxrd10,,How often in the past year?,2005200499,2005200499,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1361,Question,pxrd11,,How often in your entire life?,2005200500,2005200500,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1362,Question,pxrd12,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200501,2005200501,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
