Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,qualifier_concept_id,qualifier_source_value,NOTES
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1368,pxrd18,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200507,2005200507,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1369,pxrd19,,How often in the past year?,2005200508,2005200508,How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1370,pxrd20,,How often in your entire life?,2005200509,2005200509,How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1371,pxrd21,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200510,2005200510,"How often have you been treated unfairly by neighbors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1372,pxrd22,,How often in the past year?,2005200511,2005200511,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1373,pxrd23,,How often in your entire life?,2005200512,2005200512,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1374,pxrd24,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200513,2005200513,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1375,pxrd25,,How often in the past year?,2005200514,2005200514,How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1376,pxrd26,,How often in your entire life?,2005200515,2005200515,How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1377,pxrd27,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200516,2005200516,"How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1378,pxrd28,,How often in the past year?,2005200517,2005200517,"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1379,pxrd29,,How often in your entire life?,2005200518,2005200518,"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1380,pxrd30,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200519,2005200519,"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1381,pxrd31,,How often in the past year?,2005200520,2005200520,How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1382,pxrd32,,How often in your entire life?,2005200521,2005200521,How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1383,pxrd33,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200522,2005200522,"How often have people misunderstood your intentions and motives because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1384,pxrd34,,How often in the past year?,2005200523,2005200523,How often did you want to tell someone off for being racist towards you but didn't say anything? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1385,pxrd35,,How often in your entire life?,2005200524,2005200524,How often did you want to tell someone off for being racist towards you but didn't say anything? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1386,pxrd36,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200525,2005200525,"How often did you want to tell someone off for being racist towards you but didn't say anything? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1387,pxrd37,,How often in the past year?,2005200526,2005200526,How often have you been really angry about something racist that was done to you? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1388,pxrd38,,How often in your entire life?,2005200527,2005200527,How often have you been really angry about something racist that was done to you? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1389,pxrd39,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200528,2005200528,"How often have you been really angry about something racist that was done to you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1390,pxrd40,,How often in the past year?,2005200529,2005200529,"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1391,pxrd41,,How often in your entire life?,2005200530,2005200530,"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1392,pxrd42,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200531,2005200531,"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1393,pxrd43,,How often in the past year?,2005200532,2005200532,How often have you been called a racist name? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1394,pxrd44,,How often in your entire life?,2005200533,2005200533,How often have you been called a racist name? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1395,pxrd45,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200534,2005200534,"How often have you been called a racist name? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1396,pxrd46,,How often in the past year?,2005200535,2005200535,How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1397,pxrd47,,How often in your entire life?,2005200536,2005200536,How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1398,pxrd48,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200537,2005200537,"How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1399,pxrd49,,How often in the past year?,2005200538,2005200538,"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1400,pxrd50,,How often in your entire life?,2005200539,2005200539,"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,,1401,pxrd51,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200540,2005200540,"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,,
