Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES,NOTES_Outdated,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID
Changed,4/25/2024,Yes,Yes,open-source,Yes,281,px_sdoh_combined_survey,radio,,1280,pxhic4,,"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",2005200084,2005200084,"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010400 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010400,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,282,px_sdoh_combined_survey,radio,,1281,pxhic5,,"TRICARE or other military health care, including VA health care.",2005200085,2005200085,"TRICARE or other military health care, including VA health care.",Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variablePX011502010500 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010500,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,"TRICARE or other military health care, including VA health care.",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,protected,Yes,283,px_sdoh_combined_survey,radio,,1282,pxhic6,,Indian Health Service.,2005200086,2005200086,Indian Health Service.,Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010600 . Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010600,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Indian Health Service.,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,284,px_sdoh_combined_survey,radio,,1283,pxhic7,,Any other type of health insurance coverage or health coverage plan,2005200087,2005200087,Any other type of health insurance coverage or health coverage plan,Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010700 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010700,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Any other type of health insurance coverage or health coverage plan,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,285,px_sdoh_combined_survey,radio,,1284,pxhic8,,"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",2005200088,2005200088,"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"0, I do NOT have health insurance | 1, I HAVE some kind of health insurance | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502020100 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502020100,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,protected,Yes,286,px_sdoh_combined_survey,text,,1285,pxhic9,,What type of health insurance do you have?,2005200089,2005200089,What type of health insurance do you have?,Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,,Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502020200 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502020200,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,What type of health insurance do you have?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,287,px_sdoh_combined_survey,radio,,1286,pxahc1,,About how long has it been since you last saw a doctor or other health care professional about your health?,2005200090,2005200090,About how long has it been since you last saw a doctor or other health care professional about your health?,Observation,AIREADI,Observable Entity,S,,skos:exactMatch,1,,840643003,10/2,,"0, Never | 1, Within the past year (anytime less than 12 months ago) | 2, Within the last 2 years (1 year but less than 2 years ago) | 3, Within the last 3 years (2 years but less than 3 years ago) | 4, Within the last 5 years (3 years but less than 5 years ago) | 5, Within the last 10 years (5 years but less than 10 years ago) | 6, 10 years ago or more | 777, Prefer not to say | 555, Don't know",PhenX: PX270101010000 National Health Survey,Yes,270101,PX270101010000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,About how long has it been since you last saw a doctor or other health care professional about your health?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,288,px_sdoh_combined_survey,radio,,1287,pxahc2,,"Was this a wellness visit, physical, or general purpose check-up?",2005200091,2005200091,"Was this a wellness visit, physical, or general purpose check-up?",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 555, Don't know | 777, Prefer not to say",PhenX: PX270101060200,Yes,270101,PX270101020000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"Was this a wellness visit, physical, or general purpose check-up?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,289,px_sdoh_combined_survey,radio,,1288,pxahc3,,"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",2005200092,2005200092,"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"0, Never | 1, Within the past year (anytime less than 12 months ago) | 2, Within the last 2 years (1 year but less than 2 years ago) | 3, Within the last 3 years (2 years but less than 3 years ago) | 4, Within the last 5 years (3 years but less than 5 years ago) | 5, Within the last 10 years (5 years but less than 10 years ago) | 6, 10 years ago or more | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101030000	,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,290,px_sdoh_combined_survey,radio,,1289,pxahc4,,Is there a place that you USUALLY go to if you are sick and need health care? ,2005200093,2005200093,Is there a place that you USUALLY go to if you are sick and need health care? ,Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, There is NO place | 2, There is MORE THAN ONE place | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101040000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,Is there a place that you USUALLY go to if you are sick and need health care? ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,291,px_sdoh_combined_survey,radio,,1290,pxahc5,,"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",2005200094,2005200094,"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"1, A doctor's office or health center | 2, Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store | 3, Emergency room | 4, A VA Medical Center or VA outpatient clinic | 5, Some other place | 6, Does not go to one place most often | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101050000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,292,px_sdoh_combined_survey,dropdown,,1291,pxahc6,,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",2005200095,2005200095,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"0, None | 1, 1 - 10 times | 2, 11 - 19 times | 3, 20 - 29 times | 4, 30 - 39 times | 5, 40 - 49 times | 6, 50 or more times | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101060100,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,293,px_sdoh_combined_survey,dropdown,,1292,pxahc7,,"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",2005200096,2005200096,"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"0, None | 1, 1 - 10 times | 2, 11 - 19 times | 3, 20 - 29 times | 4, 30 - 39 times | 5, 40 - 49 times | 6, 50 or more times | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101070100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,294,px_sdoh_combined_survey,radio,,1293,pxahc8,,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",2005200097,2005200097,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101080000,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,295,px_sdoh_combined_survey,radio,,1294,pxahc9,,"During the past 12 months, have you DELAYED getting medical care because of the cost?",2005200098,2005200098,"During the past 12 months, have you DELAYED getting medical care because of the cost?",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101090000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"During the past 12 months, have you DELAYED getting medical care because of the cost?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,296,px_sdoh_combined_survey,radio,,1295,pxahc10,,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",2005200099,2005200099,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",Observation,AIREADI,,,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101090000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,297,px_sdoh_combined_survey,radio,,1296,pxdhc1,,You are treated with less courtesy than other people.,40770200,,You have been treated with less courtesy than other people [PhenX],Observation,LOINC,Clinical Observation,S,67586-8,skos:closeMatch,0.75,,,10/2,,"1, Never | 2, Rarely | 3, Sometimes | 4, Most of the time | 5, Always | 777, Prefer not to say",,Yes,280901,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,298,px_sdoh_combined_survey,radio,,1297,pxdhc2,,You are treated with less respect than other people.,40770201,,You have been treated with less respect than other people [PhenX],Observation,LOINC,Clinical Observation,S,67587-6,skos:closeMatch,0.75,,,10/2,,"1, Never | 2, Rarely | 3, Sometimes | 4, Most of the time | 5, Always | 777, Prefer not to say",,Yes,280901,,,,,,,,,,,,
