concept_id,concept_name,domain_id,vocabulary_id,subvocabulary_id,concept_code,PREDICATE_ID,CONFIDENCE,predicate_label,provenance,,Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev Version,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA File Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name (at https://nda.nih.gov/data_structure.html?short_name=moca01)
,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,339,px_neighborhood_environment_survey,dropdown,,1338,pxne11,,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",,,,,PhenX,,,,,,,10/2,,"0, None | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 or more | 555, Don't know / unsure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201110100,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",#REF!,,,,,,,,,,,
,There are many four-way intersections in my neighborhood. Would you say that you...,,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,340,px_neighborhood_environment_survey,radio,,1339,pxne12,,There are many four-way intersections in my neighborhood. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, There are no streets or roads in my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201120000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,There are many four-way intersections in my neighborhood. Would you say that you...,#REF!,,,,,,,,,,,
,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,341,px_neighborhood_environment_survey,radio,,1340,pxne13,,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201130000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",#REF!,,,,,,,,,,,
,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,342,px_neighborhood_environment_survey,radio,,1341,pxne14,,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201140000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,#REF!,,,,,,,,,,,
,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,343,px_neighborhood_environment_survey,radio,,1342,pxne15,,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201150000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,#REF!,,,,,,,,,,,
,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,344,px_neighborhood_environment_survey,radio,,1343,pxne16,,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201160000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,#REF!,,,,,,,,,,,
,There are many places to go within easy walking distance of my home. Would you say that you...,,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,345,px_neighborhood_environment_survey,radio,,1344,pxne17,,There are many places to go within easy walking distance of my home. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201170000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,There are many places to go within easy walking distance of my home. Would you say that you...,#REF!,,,,,,,,,,,
, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),Observation,AIREADI,px_neighborhood_environment_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,346,px_neighborhood_environment_survey,text,,1345,pxnestartts,, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,Yes,291201,,,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),Observation,AIREADI,px_neighborhood_environment_survey,99423-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,347,px_neighborhood_environment_survey,text,,1346,pxnecmpts,, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,Yes,291201,,,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),#REF!,,sec,seconds,8555,,,,,,,
, PhenX Neighborhood Environment MetaData,,AIREADI,px_neighborhood_environment_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,348,px_neighborhood_environment_survey,text,,1347,px291201_metadata,, PhenX Neighborhood Environment MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,291201,,,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation, PhenX Neighborhood Environment MetaData,#REF!,,,,,,,,,,,
,How often in the past year?,,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,352,px_racial_ethnic_discrimination_survey,radio,,1351,pxrd1,,How often in the past year?,,,,,PhenX,,,,,,,10/2,,"1, Never | 2, Once in a while | 3, Sometimes | 4, A lot | 5, Most of the time | 6, Almost all the time | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501010100,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,How often in the past year?,#REF!,,,,,,,,,,,
,How often in your entire life?,,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,353,px_racial_ethnic_discrimination_survey,radio,,1352,pxrd2,,How often in your entire life?,,,,,PhenX,,,,,,,10/2,,"1, Never | 2, Once in a while | 3, Sometimes | 4, A lot | 5, Most of the time | 6, Almost all the time | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501010200,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,How often in your entire life?,#REF!,,,,,,,,,,,
,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,354,px_racial_ethnic_discrimination_survey,radio,,1353,pxrd3,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,PhenX,,,,,,,10/2,,"1, 1 - Not at all stressful | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 - Extremely stressful | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501010300,Modified,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",#REF!,,,,,,,,,,,
,How often in the past year?,,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,355,px_racial_ethnic_discrimination_survey,radio,,1354,pxrd4,,How often in the past year?,,,,,PhenX,,,,,,,10/2,,"1, Never | 2, Once in a while | 3, Sometimes | 4, A lot | 5, Most of the time | 6, Almost all the time | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501020100,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,How often in the past year?,#REF!,,,,,,,,,,,
,How often in your entire life?,,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,356,px_racial_ethnic_discrimination_survey,radio,,1355,pxrd5,,How often in your entire life?,,,,,PhenX,,,,,,,10/2,,"1, Never | 2, Once in a while | 3, Sometimes | 4, A lot | 5, Most of the time | 6, Almost all the time | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501020200,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,How often in your entire life?,#REF!,,,,,,,,,,,
,"On a scale of 1-6, how stressful was this for you?    1= Not at all stressful; 6 = Extremely stressful",,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,357,px_racial_ethnic_discrimination_survey,radio,,1356,pxrd6,,"On a scale of 1-6, how stressful was this for you?    1= Not at all stressful; 6 = Extremely stressful",,,,,PhenX,,,,,,,10/2,,"1, 1 - Not at all stressful | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 - Extremely stressful | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501, PX281501020300,Modified,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,"On a scale of 1-6, how stressful was this for you?    1= Not at all stressful; 6 = Extremely stressful",#REF!,,,,,,,,,,,
,How often in the past year?,,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,358,px_racial_ethnic_discrimination_survey,radio,,1357,pxrd7,,How often in the past year?,,,,,PhenX,,,,,,,10/2,,"1, Never | 2, Once in a while | 3, Sometimes | 4, A lot | 5, Most of the time | 6, Almost all the time | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501030100,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,How often in the past year?,#REF!,,,,,,,,,,,
,How often in your entire life?,,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,359,px_racial_ethnic_discrimination_survey,radio,,1358,pxrd8,,How often in your entire life?,,,,,PhenX,,,,,,,10/2,,"1, Never | 2, Once in a while | 3, Sometimes | 4, A lot | 5, Most of the time | 6, Almost all the time | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501030200,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,How often in your entire life?,#REF!,,,,,,,,,,,
,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,AIREADI,px_racial_ethnic_discrimination_survey,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,360,px_racial_ethnic_discrimination_survey,radio,,1359,pdrx9,,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,PhenX,,,,,,,10/2,,"1, 1 - Not at all stressful | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 - Extremely stressful | 777, Prefer not to say","Phenx Protocol ID 281501 (Racial/Ethnic Discrimination - Recent and Lifetime). No publications, no variables enumerated, no LOINC nor SNOMED codes. This spreadhseet appears to be missing the actual question.  Maybe this is an error exporting from REDCap? Needs the verbiage to map ",Yes,281501,PX281501030300,Exact,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,"On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",#REF!,,,,,,,,,,,
